GEOID,ALAND,AWATER,INTPTLAT,INTPTLON,city,pop,perc_rent,perc_occ,housing_price,rent,rent_1br,under_10_p,over_65_p,median_age,white_p,black_p,native_amr_p,asian_p,hispanic_p,pov_p,no_hs_p,no_college_p,bach_degree_p,graduate_degree_p,med_hou_inc,km,pop_dens,res_tree,res_grass,street_tree,park_tree,park_grass,other_tree,other_grass,Shape_Area,land_area,res_treey,res_grassy,street_treey,park_treey,park_grassy,other_treey,other_grassy,total_treey,total_grassy,totally,median_year_built
24510010100,393198,148387,39.2786343,-76.5745793,Baltimore,3010,0.380025126,0.619974874,380500,2139,1418,0.054152824,0.14717608,34.9,0.872757475,0.065780731,0,0.039202658,0.038870432,0.057692308,0.030947054,0.090231171,0.391498881,0.346383296,128839,0.393198,7655.176273,10570.45555,1705.490505,21673.29227,13865.29483,11329.66384,542.514347,330.4972459,541764.041,393198,0.026883289,0.004337485,0.055120556,0.035262882,0.028814144,0.001379748,0.000840536,0.118646476,0.033992166,0.152638642,1939
24510010200,355165,0,39.2880851,-76.5740101,Baltimore,3042,0.344379467,0.655620533,282200,2096,1679,0.07790927,0.064760026,31.7,0.889875082,0.026627219,0,0.029585799,0.031886917,0.042174629,0.070749334,0.084062381,0.396348421,0.333586915,130357,0.355165,8565.033154,2337.644435,728.8087851,9643.660203,24068.61783,64556.0894,0,0,355281.2921,355165,0.006581855,0.002052029,0.02715262,0.067767426,0.181763657,0,0,0.1015019,0.183815686,0.285317587,1939
24510010300,673883,10498,39.288365,-76.5802265,Baltimore,2341,0.399827288,0.600172712,305000,2264,,0.067492525,0.081161897,31.1,0.868432294,0.007689022,0,0.092695429,0.04015378,0.02605724,0.066966517,0.044977511,0.429285357,0.343328336,151389,0.673883,3473.896804,5384.610789,1175.447752,12873.8031,179580.8231,216297.9758,0,0,684600.5063,673883,0.007990424,0.001744291,0.019103914,0.26648665,0.320972596,0,0,0.293580988,0.322716886,0.616297874,1939
24510010400,373744,558487,39.2781675,-76.5795274,Baltimore,2920,0.518348624,0.481651376,379100,2135,1893,0.127739726,0.098972603,34.5,0.776027397,0.065410959,0,0.054109589,0.107191781,0.040410959,0.082465973,0.074459568,0.345076061,0.409527622,114946,0.373744,7812.834454,5466.455626,2329.070214,13947.91915,4003.381733,4371.293762,6926.41162,4529.527113,932539.857,373744,0.014626203,0.006231726,0.037319446,0.010711561,0.011695957,0.018532503,0.012119331,0.081189713,0.030047014,0.111236727,1949
24510010500,155243,0,39.2888746,-76.5858889,Baltimore,1919,0.482122261,0.517877739,345700,1333,1293,0.105263158,0.084418968,31.9,0.908285565,0.037519541,0.005415162,0.014069828,0.147472642,0.064770932,0.058428475,0.075218267,0.355943586,0.38146407,98194,0.155243,12361.26589,7928.036528,2335.306011,13651.71878,0,0,0,0,155293.0346,155243,0.05106856,0.015042907,0.087937741,0,0,0,0,0.139006302,0.015042907,0.154049209,1939
24510020100,174536,0,39.2887712,-76.5887716,Baltimore,1662,0.497826087,0.502173913,303600,1435,1129,0.067388688,0.054151625,33.7,0.761131167,0.133574007,0.004361371,0.068592058,0.111913357,0.069193742,0.073586367,0.052672347,0.380325329,0.394268009,95536,0.174536,9522.390796,9507.252142,1799.027461,11787.99493,0,0,0,0,174592.0696,174536,0.054471583,0.010307486,0.067539046,0,0,0,0,0.122010629,0.010307486,0.132318115,1939
24510020200,197559,0,39.2886357,-76.5920299,Baltimore,1605,0.632780083,0.367219917,325500,1233,1134,0.08411215,0.065420561,30.8,0.739563863,0.137694704,0,0.079750779,0.110903427,0.141414141,0.039453718,0.113050076,0.464339909,0.267830046,86125,0.197559,8124.155316,8318.553321,1913.610233,14783.51596,0,0,1987.660323,499.643242,197624.1945,197559,0.042106679,0.009686272,0.074830891,0,0,0.010061097,0.002529084,0.126998667,0.012215356,0.139214023,1939
24510020300,662772,384067,39.280861,-76.5940789,Baltimore,3910,0.774150566,0.225849434,395800,1946,1910,0.028132992,0.090792839,32.6,0.769053708,0.093094629,0,0.080306905,0.107161125,0.084654731,0.022278624,0.079244219,0.367738297,0.365764241,101815,0.662772,5899.464673,8856.39082,1708.608403,18880.43465,2779.606554,1245.600469,12352.33456,12823.91672,1047188.559,662772,0.013362651,0.002577973,0.028487073,0.004193911,0.00187938,0.018637381,0.019348911,0.064681016,0.023806265,0.088487281,1991
24510030100,427427,0,39.2894076,-76.5965752,Baltimore,2109,0.843581446,0.156418554,225000,,,0.093409199,0.134186818,35.4,0.178283547,0.795637743,0.011658518,0.004267425,0.062588905,0.434329066,0.274373259,0.32729805,0.179665738,0.031337047,23083,0.427427,4934.175894,17687.05898,16205.27769,13930.7707,3979.218019,10109.78604,4449.241225,1631.440414,427565.6347,427427,0.041380303,0.037913556,0.032592164,0.009309702,0.023652661,0.010409359,0.003816887,0.093691528,0.065383104,0.159074633,1952
24510030200,506034,91912,39.2865363,-76.6022612,Baltimore,2659,0.719457014,0.280542986,370700,1760,1747,0.068446785,0.111320045,37.3,0.610379842,0.264761188,0,0.080481384,0.088755171,0.195315451,0.098578199,0.176303318,0.261611374,0.303317536,98254,0.506034,5254.587636,6881.981566,5305.104376,12044.44208,4580.972439,3905.167929,12081.85687,11986.76096,598146.0725,506034,0.01359984,0.010483692,0.023801646,0.009052697,0.007717205,0.023875583,0.023687659,0.070329766,0.041888555,0.112218322,1989
24510040100,1189600,0,39.2903959,-76.6149601,Baltimore,4869,0.955814923,0.044185077,279700,1488,1411,0.036557815,0.030191004,30.3,0.504415691,0.259601561,0.024978467,0.178065311,0.083384679,0.104949682,0.012564671,0.017984725,0.424735156,0.40995319,62131,1.1896,4092.972428,0,0,13030.4775,11228.33214,8064.444589,18724.53972,16516.28807,1189989.997,1189600,0,0,0.010953663,0.009438746,0.006779123,0.015740198,0.013883901,0.036132607,0.020663023,0.05679563,1969
24510040200,435698,0,39.2903223,-76.6250565,Baltimore,1161,0.993987976,0.006012024,,1152,1255,0.053402239,0.004306632,22.3,0.349698536,0.448751077,0,0.1042205,0.028423773,0.501865672,0.071599045,0.183770883,0.257756563,0.338902148,43333,0.435698,2664.689762,0,5.456322456,15643.27648,2259.696971,1309.517389,24979.82368,19081.5391,435839.5426,435698,0,1.25E-05,0.035903944,0.005186384,0.003005562,0.057332886,0.043795333,0.098423213,0.046813418,0.145236632,1957
24510060100,238719,0,39.2946533,-76.5751514,Baltimore,2925,0.516431925,0.483568075,251100,1382,,0.157264957,0.137094017,32.2,0.336752137,0.466666667,0.026908846,0.033846154,0.207179487,0.290940171,0.122815087,0.282888684,0.275528979,0.172033119,56652,0.238719,12252.89985,3594.937024,817.6688937,11579.8752,10458.99067,11950.90513,74.82956511,24.94318837,238795.6619,238719,0.015059283,0.003425236,0.048508394,0.04381298,0.050062647,0.000313463,0.000104488,0.107694119,0.053592371,0.16128649,1939
24510060200,257735,0,39.2944298,-76.5806137,Baltimore,2973,0.526482213,0.473517787,211500,1479,1298,0.122435251,0.048772284,33,0.41843256,0.480322906,0.033352838,0.033299697,0.103599058,0.329514825,0.143133462,0.237427466,0.252901354,0.174081238,70313,0.257735,11535.10389,3129.590666,1188.698821,11846.45553,1245.600469,424.8136769,0,0,257817.6941,257735,0.012142669,0.004612097,0.045963705,0.004832873,0.001648258,0,0,0.062939246,0.006260355,0.069199601,1939
24510060300,187111,0,39.2942438,-76.5855106,Baltimore,1709,0.546239211,0.453760789,236000,1434,1208,0.146284377,0.078993563,30,0.529549444,0.358104154,0.010666667,0.042715038,0.081919251,0.141018139,0.056619484,0.12489592,0.321398834,0.277268943,84318,0.187111,9133.615875,6379.9999,6220.207599,8959.281472,0,0,343.7483147,452.0952892,187171.1097,187111,0.034097407,0.03324341,0.047882174,0,0,0.001837136,0.002416188,0.083816717,0.035659597,0.119476314,1939
24510060400,430129,0,39.2950986,-76.5909176,Baltimore,1875,0.794845361,0.205154639,223700,1348,1080,0.075733333,0.117866667,30.7,0.3264,0.506133333,0.002335539,0.1152,0.0304,0.232,0.116089613,0.131704005,0.235573659,0.319755601,53472,0.430129,4359.157369,14576.95518,16270.75356,21082.45049,4311.274215,2809.22659,9497.118971,6848.464156,430268.7432,430129,0.033889729,0.037827613,0.04901425,0.010023212,0.006531126,0.022079699,0.015921884,0.115006891,0.060280624,0.175287514,1979
24510070100,290634,0,39.2998323,-76.5754298,Baltimore,2569,0.64993395,0.35006605,94600,1135,,0.21370183,0.113662904,29.3,0.028415726,0.84001557,0.016599732,0,0.076294278,0.324639938,0.217939734,0.468114926,0.062368605,0.014015417,45602,0.290634,8839.296159,2014.162461,931.4721906,6597.473323,10345.18738,54832.92278,2566.030503,1398.377498,290726.4209,290634,0.006930237,0.003204966,0.022700281,0.035595241,0.18866658,0.008829079,0.004811472,0.074054838,0.196683019,0.270737856,1939
24510070200,311145,0,39.2996608,-76.5810142,Baltimore,3735,0.661100196,0.338899804,76400,1131,,0.23373494,0.076840696,28,0.025702811,0.800267738,0,0.002141901,0.102008032,0.484872825,0.376106195,0.425762045,0.032448378,0.006882989,31379,0.311145,12004.04956,8991.239932,9961.685855,9800.334605,0,0,2123.28891,533.940126,311243.3988,311145,0.028897266,0.032016217,0.031497645,0,0,0.006824114,0.001716049,0.067219025,0.033732266,0.100951291,1939
24510070300,228689,0,39.2994991,-76.5859396,Baltimore,1133,0.663043478,0.336956522,75900,900,,0.104148279,0.094439541,34,0.039717564,0.849955869,0.017262639,0,0.083848191,0.221535746,0.144578313,0.506024096,0.042168675,0.108433735,35000,0.228689,4954.326618,8546.939389,9825.277793,6566.294338,0,0,243.1960866,69.37324265,228760.7744,228689,0.037373636,0.042963491,0.028712769,0,0,0.001063436,0.000303352,0.06714984,0.043266843,0.110416683,1939
24510070400,326989,0,39.3002032,-76.592847,Baltimore,1622,0.930693069,0.069306931,160400,1177,1288,0.174475956,0.131319359,29,0.086929716,0.779284834,0,0.123304562,0.036991369,0.359752322,0.148430067,0.368220742,0.208372978,0.156041865,27321,0.326989,4960.411512,17266.92215,27912.98673,8748.043846,597.8570462,2591.753166,2113.15574,1890.225994,327091.7666,326989,0.05280582,0.085363687,0.026753328,0.001828371,0.007926117,0.006462467,0.005780702,0.087849985,0.099070507,0.186920492,1998
24510080101,2323952,1899,39.322849,-76.579024,Baltimore,4083,0.319286872,0.680713128,164000,1479,858,0.115356356,0.087435709,36.6,0.297575312,0.648052902,0,0.005143277,0.037227529,0.161274389,0.11380597,0.337686567,0.140298507,0.189179104,65417,2.323952,1756.920969,133948.8189,79246.0684,60921.39917,435366.984,770362.578,95345.33754,148133.6983,2326553.755,2323952,0.057638376,0.034099701,0.026214569,0.18733906,0.331488162,0.04102724,0.063742151,0.312219245,0.429330014,0.741549259,1942
24510080102,365633,0,39.3170456,-76.575892,Baltimore,2077,0.573746313,0.426253687,86400,1223,,0.154549831,0.086663457,34.9,0.022628792,0.974000963,0,0,0.002888782,0.452220077,0.270531401,0.471819646,0.039452496,0.024154589,30000,0.365633,5680.559468,41840.63954,18906.15731,8908.615621,0,0,31663.03921,19061.27276,365747.8067,365633,0.114433433,0.051708017,0.024364911,0,0,0.086597871,0.052132255,0.225396215,0.103840272,0.329236487,1939
24510080200,856268,0,39.311965,-76.5816166,Baltimore,796,0.583153348,0.416846652,116100,421,363,0,0.253768844,51.2,0.076633166,0.923366834,0,0,0,0.141959799,0.375394322,0.32807571,0.072555205,0.018927445,38289,0.856268,929.6154942,38446.0275,44105.01336,11257.1727,4618.387221,15064.9063,32384.05325,297092.8603,856534.1368,856268,0.044899526,0.051508422,0.013146787,0.005393624,0.017593681,0.037819997,0.34696247,0.101259933,0.416064573,0.517324507,1939
24510080301,268608,0,39.3057013,-76.5820327,Baltimore,2171,0.6,0.4,66400,961,321,0.167664671,0.157991709,34.1,0.023030861,0.917088899,0.003588088,0.005066789,0.071856287,0.202230844,0.254151625,0.399277978,0.080866426,0.02166065,45446,0.268608,8082.410055,19283.42303,17531.16405,7907.770187,150.4386048,1515.298693,1317.312136,634.4923541,268692.7418,268608,0.071790204,0.065266723,0.029439816,0.000560067,0.005641301,0.004904218,0.00236215,0.106694305,0.073270175,0.17996448,1939
24510080302,439533,0,39.3059215,-76.576434,Baltimore,2787,0.499077491,0.500922509,86700,1078,,0.081449587,0.258342304,42.2,0.044492286,0.926085396,0.0784689,0,0.015428776,0.266787004,0.20285423,0.260448522,0.067278287,0.148318043,41298,0.439533,6340.820826,17609.89099,27870.11563,14811.57704,0,0,14219.17632,15395.40355,439672.2879,439533,0.040065003,0.063408471,0.033698441,0,0,0.032350646,0.03502673,0.10611409,0.098435201,0.204549291,1950
24510080400,250976,0,39.3056714,-76.5861659,Baltimore,1045,0.704960836,0.295039164,66300,1068,,0.092822967,0.108133971,46,0.116746411,0.877511962,0,0,0,0.3215311,0.243445693,0.375780275,0.151061174,0.007490637,34567,0.250976,4163.744741,14375.85072,16621.51715,4166.291932,6541.35115,13032.81592,396.75259,565.8985861,251057.1787,250976,0.057279783,0.066227516,0.01660036,0.026063652,0.051928535,0.001580839,0.002254792,0.101524633,0.120410843,0.221935476,1939
24510080500,348376,0,39.3141597,-76.5938464,Baltimore,1320,0.594174757,0.405825243,73000,1301,,0.059848485,0.121969697,40.9,0.012121212,0.963636364,0,0.01969697,0,0.203787879,0.257731959,0.40091638,0.012600229,0.038946163,28203,0.348376,3789.009576,13136.48605,11224.43477,10475.35964,5355.770227,14884.06818,11018.65346,4810.137982,348483.4579,348376,0.037707781,0.032219311,0.03006912,0.015373534,0.042724149,0.031628624,0.013807317,0.114779059,0.088750778,0.203529836,1939
24510080600,336416,0,39.3104188,-76.5934776,Baltimore,1558,0.621067031,0.378932969,145200,989,684,0.070603338,0.181001284,46.7,0.092426187,0.89987163,0,0,0,0.310686016,0.21965812,0.422222222,0.097435897,0.060683761,35221,0.336416,4631.170931,29131.30559,24690.63859,15963.64056,0,0,0.779474637,0.779474637,336517.2002,336416,0.086593104,0.073393176,0.047452085,0,0,2.32E-06,2.32E-06,0.134047506,0.073395493,0.207442998,1939
24510080700,298756,0,39.3070324,-76.5932887,Baltimore,787,0.559633028,0.440366972,,1546,,0.185514612,0.105463787,35.5,0.045743329,0.918678526,0,0.013977128,0.001270648,0.202033037,0.058500914,0.296160878,0.341864717,0.053016453,40885,0.298756,2634.256718,26070.30869,53830.5184,9188.447015,177.7202171,3450.734216,0,1.558949273,298851.3881,298756,0.087262879,0.180182217,0.03075569,0.000594867,0.011550343,0,5.22E-06,0.118613437,0.191737778,0.310351215,1939
24510080800,327456,0,39.3036982,-76.5930531,Baltimore,2317,0.654978962,0.345021038,221600,853,,0.243418213,0.034095814,22,0.035822184,0.898144152,0.000525762,0,0.051359517,0.346019248,0.175600739,0.368761553,0.115526802,0.046210721,48137,0.327456,7075.759797,21414.50669,28267.64769,8961.619896,801.2999263,7129.8545,427.9315754,88.08063393,327560.279,327456,0.065396593,0.086325026,0.027367402,0.002447046,0.021773473,0.001306837,0.000268985,0.096517877,0.108367484,0.204885361,1943
24510090100,657875,0,39.3369651,-76.6036954,Baltimore,3804,0.442450495,0.557549505,137100,991,871,0.090431125,0.165878023,42.3,0.119348055,0.849631966,0,0.00446898,0.009463722,0.184210526,0.119461184,0.329315845,0.10740872,0.107763205,52988,0.657875,5782.253468,138867.3039,89429.90452,38490.45755,3297.957187,2537.969416,0,0,658064.34,657875,0.211084634,0.135937533,0.058507251,0.005013045,0.003857829,0,0,0.27460493,0.139795362,0.414400293,1945
24510090200,1738449,288605,39.3341698,-76.5855612,Baltimore,3191,0.169051878,0.830948122,191300,1002,,0.076465058,0.243497336,46,0.173613287,0.638984644,0.032039711,0,0.054528361,0.06,0.06833532,0.367500993,0.201430274,0.179181565,82609,1.738449,1835.544212,159577.1655,95802.88915,76414.23704,78388.6463,10473.80069,177590.8243,277365.1368,2027648.132,1738449,0.091792837,0.055108254,0.043955409,0.045091139,0.006024796,0.102154751,0.159547468,0.282994136,0.220680518,0.503674655,1950
24510090300,793221,0,39.3312288,-76.6023893,Baltimore,4432,0.462269129,0.537730871,154100,902,670,0.110785199,0.152301444,42.5,0.196750903,0.772788809,0,0.018727437,0.018501805,0.277752708,0.149109568,0.250830063,0.193480229,0.177482644,63523,0.793221,5587.345771,116642.923,72845.80216,75899.00431,1615.850921,1965.055559,2152.129471,1135.694545,793455.8473,793221,0.147049716,0.091835443,0.095684562,0.002037075,0.002477312,0.002713152,0.00143175,0.247484506,0.095744505,0.343229012,1944
24510090400,352240,0,39.3227817,-76.6064912,Baltimore,1451,0.754977029,0.245022971,111600,944,763,0.199862164,0.087525844,38.4,0.130944176,0.789110958,0,0.00275672,0.137835975,0.335479256,0.196850394,0.548228346,0.057086614,0.062007874,30685,0.35224,4119.350443,42284.16061,39799.97494,12348.43719,4068.857603,2853.656644,8543.821491,6726.866113,352344.7513,352240,0.120043608,0.112991071,0.035056885,0.011551379,0.008101455,0.024255682,0.019097394,0.190907554,0.140189921,0.331097475,1939
24510090500,741595,0,39.3249389,-76.6012005,Baltimore,1685,0.534711965,0.465288035,122500,1411,,0.133531157,0.09495549,36.5,0.176261128,0.681305638,0,0.028486647,0.005934718,0.250445104,0.077446809,0.48,0.105531915,0.085957447,43727,0.741595,2272.129666,63318.28367,24690.63859,36875.3861,8352.850205,2947.973075,30100.19256,51464.0334,741817.7611,741595,0.085381217,0.033293966,0.049724427,0.011263358,0.003975179,0.040588451,0.069396414,0.186957453,0.106665559,0.293623012,1939
24510090600,397270,0,39.3254965,-76.5902057,Baltimore,2637,0.43902439,0.56097561,117500,1492,,0.120591581,0.11452408,31.6,0.087978764,0.90443686,0,0.007205157,0.001896094,0.239495798,0.22699005,0.351368159,0.049129353,0.021766169,50048,0.39727,6637.803006,40239.59864,44967.11231,19904.66432,1688.342063,1599.481954,503.5406152,835.5968103,397392.0287,397270,0.101290303,0.113190305,0.050103618,0.00424986,0.004026184,0.001267502,0.002103347,0.156911284,0.119319836,0.276231119,1939
24510090700,435082,0,39.3209223,-76.5956215,Baltimore,3053,0.532206969,0.467793031,53500,1215,,0.163445791,0.092368162,32.4,0.006550934,0.962987226,0.022222222,0,0.002292827,0.381591877,0.183255269,0.518735363,0.117681499,0.004098361,30964,0.435082,7017.068047,48326.64799,27123.37893,30369.11131,2541.86679,2016.500885,20408.98441,5971.55519,435216.4308,435082,0.111074804,0.062340844,0.069800891,0.005842271,0.004634761,0.046908363,0.013725126,0.233626329,0.08070073,0.314327059,1939
24510090800,846055,0,39.3155244,-76.603691,Baltimore,2430,0.552071669,0.447928331,45200,1366,,0.095061728,0.185185185,44.4,0.034567901,0.953497942,0,0,0,0.295473251,0.383902721,0.308048639,0.065431384,0.064852345,31250,0.846055,2872.153702,49258.89965,40118.00059,26378.98065,590.0622998,4539.660283,32133.06242,17629.37785,846311.008,846055,0.058221865,0.047417722,0.031178801,0.000697428,0.00536568,0.037979874,0.020837153,0.128077968,0.073620555,0.201698523,1939
24510090900,686864,0,39.3084221,-76.6035994,Baltimore,2500,0.740442656,0.259557344,108800,888,624,0.2008,0.1488,34.3,0.0196,0.9656,0.021841795,0,0,0.352,0.217528373,0.547288777,0.039722573,0.029003783,19524,0.686864,3639.730718,46274.29127,50166.20813,18336.36135,2543.425739,3202.081807,68049.69472,171015.9558,687078.177,686864,0.067370384,0.073036595,0.026695767,0.003702954,0.004661886,0.099073026,0.248980811,0.19684213,0.326679293,0.523521423,1951
24510100100,453808,0,39.3032186,-76.6047442,Baltimore,1694,0.633853541,0.366146459,115900,,236,0.103305785,0.188311688,40.6,0.041322314,0.935064935,0,0.023612751,0.070247934,0.294292509,0.28856485,0.349961627,0.064466616,0.017651573,30913,0.453808,3732.856186,42345.7391,49990.82634,17791.50858,6733.881385,24773.2629,307.1130068,327.3793473,453951.7966,453808,0.093312015,0.110158539,0.039204925,0.014838613,0.054589745,0.000676747,0.000721405,0.1480323,0.165469689,0.313501989,1946
24510100200,304692,0,39.2998552,-76.6022617,Baltimore,3118,0.879419764,0.120580236,,413,245,0.100705581,0.114817191,38.6,0.038806928,0.950930083,0,0,0.011225144,0.573038073,0.319541376,0.485044865,0.009471585,0.015453639,19172,0.304692,10233.28476,27705.64648,23837.89333,16934.86595,1594.025632,477.0384775,1035.921792,2278.404363,304787.1948,304692,0.09093001,0.078236033,0.055580278,0.005231597,0.001565642,0.003399898,0.00747773,0.155141782,0.087279404,0.242421186,1961
24510100300,156309,0,39.2995112,-76.609125,Baltimore,2404,1,0,,,,0,0.002911814,31.4,0.201747088,0.757071547,0.007342657,0.006655574,0.056156406,,0.319776309,0.488561261,0.005592272,0,,0.156309,15379.79259,0,0,3266.778202,0,0,2324.393366,1719.521048,156358.7571,156309,0,0,0.020899489,0,0,0.014870502,0.011000781,0.035769991,0.011000781,0.046770772,
24510110100,313921,0,39.3002458,-76.6128641,Baltimore,2860,0.879171948,0.120828052,153100,1322,1288,0.010839161,0.03951049,30.4,0.637062937,0.254545455,0.002290951,0.056643357,0.023776224,0.157692308,0.018899622,0.036119278,0.333893322,0.444771105,53407,0.313921,9110.572405,5651.970589,1059.306031,19377.73946,1459.955994,916.6621725,6726.086638,1148.16614,314021.1391,313921,0.018004436,0.003374435,0.061728076,0.004650711,0.002920041,0.021426049,0.0036575,0.105809273,0.009951976,0.115761249,1948
24510110200,720072,0,39.3014588,-76.6175056,Baltimore,6111,0.922889969,0.077110031,316400,1143,1149,0.015218459,0.168712158,36.8,0.561610211,0.244313533,0.015235742,0.057601047,0.0890198,0.183652705,0.074122725,0.032651529,0.315631451,0.36348283,62703,0.720072,8486.651335,3432.806299,569.7959593,34827.70623,11242.36268,7090.880768,30642.70691,10176.82085,720304.3324,720072,0.00476731,0.000791304,0.048366978,0.015612831,0.009847461,0.04255506,0.01413306,0.111302178,0.024771825,0.136074003,1939
24510120100,1036127,0,39.3365253,-76.6165092,Baltimore,4857,0.579693916,0.420306084,424700,1296,1380,0.075561046,0.267860819,41.5,0.56536957,0.162445954,0.021276596,0.203417748,0.072060943,0.145357216,0,0.115698133,0.185379963,0.61740731,72349,1.036127,4687.649294,382131.2048,76899.07027,120636.9511,13950.25757,2693.864344,18083.81157,13076.4665,1036429.931,1036127,0.368807303,0.074217804,0.116430661,0.013463849,0.002599936,0.017453277,0.012620525,0.51615509,0.089438265,0.605593355,1952
24510120201,348020,0,39.3279849,-76.6118803,Baltimore,2162,0.454845815,0.545154185,274500,1597,1185,0.084643848,0.083718779,30.7,0.689176688,0.173450509,0,0.043940796,0.08279371,0.157724329,0.014157973,0.035767511,0.294336811,0.505216095,81393,0.34802,6212.28665,58911.13408,13261.20199,45922.74821,231.503967,361.6762313,2003.249816,1515.298693,348125.1791,348020,0.16927514,0.038104712,0.131954337,0.000665203,0.00103924,0.005756134,0.004354056,0.307650813,0.043498008,0.351148822,1939
24510120202,981794,0,39.3286922,-76.6194426,Baltimore,5042,0.899392888,0.100607112,188800,1123,1161,0.016461722,0.036691789,20.8,0.550773503,0.117215391,0,0.239785799,0.07596192,0.285022026,0.028894472,0.063442211,0.372487437,0.395728643,36563,0.981794,5135.496856,23736.56163,9455.806816,50652.6003,46417.7146,10808.97478,239352.4972,87807.03833,982086.5236,981794,0.024176723,0.009631152,0.051591882,0.047278466,0.011009412,0.243790955,0.089435297,0.366838027,0.110075861,0.476913888,1939
24510120300,403945,0,39.3199472,-76.6124858,Baltimore,4004,0.647619048,0.352380952,218000,969,916,0.153346653,0.059190809,31.6,0.358891109,0.520979021,0,0.024725275,0.046203796,0.252997003,0.079365079,0.129148629,0.28030303,0.264430014,55074,0.403945,9912.240528,51133.53616,17012.81342,27457.77355,1381.229056,568.23701,801.2999263,444.3005428,404066.9679,403945,0.126585392,0.042116658,0.06797404,0.003419349,0.001406719,0.001983686,0.001099904,0.199962467,0.04462328,0.244585747,1939
24510120400,281025,0,39.3138354,-76.612384,Baltimore,1703,0.750582751,0.249417249,282800,1029,906,0.079859072,0.085143864,34.5,0.345273048,0.630651791,0,0.011156782,0.036406342,0.221374046,0.103225806,0.293548387,0.232258065,0.137903226,50034,0.281025,6059.959078,14201.2484,21850.23301,13964.28811,3246.511861,2788.960249,4232.547276,4491.332856,281113.6685,281025,0.050533755,0.077751919,0.049690555,0.011552395,0.009924243,0.015061106,0.015981969,0.12683781,0.10365813,0.230495941,1939
24510120500,534553,0,39.3085848,-76.6140036,Baltimore,2435,0.816707218,0.183292782,275800,1224,1229,0.114579055,0.068583162,31.3,0.354004107,0.504722793,0,0.06201232,0.040246407,0.222362337,0.079577073,0.126321647,0.258208125,0.320534224,55170,0.534553,4555.207809,15277.70288,9205.595457,14462.37241,940.0464116,30.39951082,28080.57378,9026.316291,534716.9385,534553,0.028580333,0.017221109,0.027055077,0.001758565,5.69E-05,0.052530944,0.016885727,0.109924919,0.034163705,0.144088625,1939
24510120600,504967,0,39.317088,-76.6175228,Baltimore,2792,0.881054568,0.118945432,331000,932,909,0.060888252,0.149355301,38.9,0.439469914,0.488538682,0,0.056232092,0.043338109,0.219540677,0.135135135,0.183277027,0.241131757,0.200168919,36221,0.504967,5529.074177,16276.20989,6984.872218,24219.05643,0,0,13145.83974,6231.899719,505122.6432,504967,0.032232225,0.013832334,0.047961662,0,0,0.026033067,0.012341202,0.106226954,0.026173536,0.13240049,1939
24510120700,1034427,9367,39.3184095,-76.623529,Baltimore,2007,0.595219124,0.404780876,196100,1293,1574,0.052316891,0.07922272,33.4,0.746387643,0.147483807,0.000884173,0.06776283,0.05630294,0.117090184,0.085928489,0.260668973,0.316032295,0.203575548,61653,1.034427,1940.204577,20264.00213,10532.26129,62191.94282,40563.08061,13465.42435,115270.2682,35325.79053,1044115.747,1034427,0.019589591,0.010181735,0.060122119,0.039213092,0.013017279,0.111433932,0.034150105,0.230358734,0.057349118,0.287707852,1939
24510130100,311272,0,39.3152603,-76.6342242,Baltimore,3393,0.815096953,0.184903047,263900,958,858,0.100795756,0.081049219,36.8,0.090775125,0.872384321,0,0.000589449,0.00795756,0.30605613,0.125984252,0.290551181,0.123622047,0.096062992,25835,0.311272,10900.43435,30799.38131,29778.26954,29641.082,5972.334665,3011.889995,210.4581519,15.58949273,311365.0374,311272,0.098946842,0.095666393,0.095225661,0.019186868,0.009676071,0.000676123,5.01E-05,0.214035493,0.105392547,0.319428041,1939
24510130200,352623,0,39.3123177,-76.6305781,Baltimore,2588,0.619095477,0.380904523,317200,1005,880,0.073802164,0.127511592,41.9,0.198608964,0.751931994,0.020886398,0.011978362,0.005023184,0.073614878,0.080453842,0.244455905,0.166064982,0.185146983,57457,0.352623,7339.28303,26755.4669,24445.88355,27659.65748,10100.43234,4015.073853,440.4031696,93.53695638,352732.4615,352623,0.075875558,0.069325834,0.078439743,0.028643714,0.011386307,0.001248935,0.000265261,0.18420795,0.080977402,0.265185352,1939
24510130300,359731,0,39.3123572,-76.6406686,Baltimore,1963,0.608058608,0.391941392,171400,1100,1015,0.141619969,0.120733571,35.9,0.068262863,0.88996434,0.00302267,0.038716251,0.005603668,0.244887526,0.230421687,0.371987952,0.116716867,0.09939759,43380,0.359731,5456.855261,39089.87355,19898.42852,17093.87878,601.7544194,350.7635864,4782.85637,2410.135576,359842.594,359731,0.108664178,0.055314745,0.047518503,0.00167279,0.000975072,0.013295647,0.006699827,0.171151119,0.062989644,0.234140763,1939
24510130400,2599677,203955,39.3225962,-76.6448717,Baltimore,1985,0.642754663,0.357245337,117000,1156,945,0.123929471,0.117380353,40.3,0.065994962,0.888664987,0,0.004534005,0.053400504,0.320707071,0.169161677,0.405688623,0.080838323,0.081586826,30868,2.599677,763.5563957,23872.19022,5758.758615,31748.78142,1493043.913,511371.2174,11710.04746,4960.576587,2804482.226,2599677,0.009182752,0.002215182,0.012212587,0.574319007,0.196705674,0.004504424,0.001908151,0.60021877,0.200829008,0.801047778,1939
