Geography,city,pop_o16,med_hou_inc_1999,total_pop,Shape_Length,Shape_Area,asian,black,hispanic,white,pop,pop_dens_area,rent_t,rent_occ
36081042200,NYC,1280,63750,1584,,292449.5801,0,0.916666667,0,0,1584,0.005416318,98,0.197979798
36081056200,NYC,1145,64375,1562,,159525.8477,0.297695262,0,0.334827145,0.316901408,1562,0.009791517,85,0.199063232
36081157901,NYC,3987,58226,4817,,830658.6148,0.293336101,0,0,0.642100893,4817,0.005799013,357,0.199441341
36081067700,NYC,1511,65982,1907,,187217.9778,0,0,0,0.907184059,1907,0.010185988,140,0.202312139
36081053600,NYC,1684,52883,2164,,210670.4232,0,0.900184843,0,0,2164,0.010271969,125,0.203583062
36081077100,NYC,745,100833,929,,202463.7072,0,0,0,0.756727664,929,0.004588477,68,0.203592814
36081126700,NYC,2516,57750,2874,,732386.1378,0.360473208,0,0.13013222,0.420668058,2874,0.003924159,143,0.20545977
36081114700,NYC,1427,80822,1801,,303980.0521,0,0,0,0.778456413,1801,0.005924731,136,0.205748865
36081063200,NYC,2004,60150,2595,,300743.8724,0,0.942967245,0,0,2595,0.008628605,154,0.205882353
36081099100,NYC,5688,62341,6659,,1125605.872,0.089803274,0,0,0.873854933,6659,0.005915925,603,0.20622435
36081061000,NYC,964,73750,1159,,219369.1636,0,0.931837791,0,0,1159,0.005283331,82,0.208121827
36081143500,NYC,1963,61125,2407,,373494.9012,0.339011217,0,0,0.613211467,2407,0.006444532,157,0.208499336
36081084602,NYC,911,53646,1117,,1308187.337,0,0,0,0.478066249,1117,0.000853853,47,0.208888889
36047085000,NYC,1169,63807,1434,,158318.3979,0,0.947001395,0,0,1434,0.009057697,89,0.209411765
36081130100,NYC,3303,46680,3998,,747337.2865,0.250875438,0.115057529,0.117058529,0.542271136,3998,0.005349659,331,0.210025381
36081017400,NYC,1828,57500,2571,,245657.9489,0,0.579929988,0.244262933,0,2571,0.010465772,145,0.210449927
36005031400,NYC,1811,64167,2015,,211896.4491,0,0,0.245657568,0.717121588,2015,0.009509362,136,0.211838006
36081070700,NYC,1881,60250,2189,,182699.5182,0.314755596,0,0,0.642302421,2189,0.011981422,162,0.212041885
36081052200,NYC,1144,71364,1455,,176237.1232,0,0.95257732,0,0,1455,0.008255922,95,0.213004484
36081063800,NYC,2990,58164,3835,,692789.5601,0,0.702998696,0,0.162451108,3835,0.005535591,248,0.213425129
36085019600,NYC,3840,66345,4977,,3874426.048,0,0,0,0.946353225,4977,0.001284577,363,0.214033019
36081133300,NYC,3170,79397,3911,,701019.7951,0.345691639,0,0,0.594732805,3911,0.005579015,299,0.214490674
36081094500,NYC,3476,62870,4191,,1519238.374,0.160820806,0,0,0.72154617,4191,0.002758619,316,0.215846995
36047068800,NYC,1350,52391,1620,,153093.2648,0,0,0,0.687654321,1620,0.010581785,122,0.216312057
36081052400,NYC,1539,43819,1968,,189574.2118,0,0.93851626,0,0,1968,0.010381159,127,0.216354344
36081064600,NYC,2475,58333,3108,,403317.0253,0,0.887065637,0,0,3108,0.007706097,216,0.218181818
36047014600,NYC,832,82736,1014,,131547.5377,0,0,0,0.986193294,1014,0.00770824,80,0.218579235
36047064600,NYC,1612,59620,2098,,162279.0295,0,0,0,0.873689228,2098,0.012928349,150,0.218658892
36005035400,NYC,845,66250,1041,,118385.45,0,0.411143132,0,0,1041,0.00879331,57,0.219230769
36081061602,NYC,1270,56310,1623,,389810.428,0,0.83672212,0,0,1623,0.004163562,117,0.221590909
36081052000,NYC,1338,44750,1779,,175464.0891,0,0.958965711,0,0,1779,0.010138827,115,0.222437137
36085032300,NYC,789,51071,1063,,4203007.744,0,0,0.398871119,0.450611477,1063,0.000252914,86,0.222797927
36081073300,NYC,614,101129,885,,147283.4339,0,0,0,0.787570621,885,0.006008822,71,0.22327044
36081111300,NYC,2086,76890,2522,,703969.4434,0.183980967,0,0,0.708168121,2522,0.003582542,195,0.223367698
36081120700,NYC,2155,49688,2686,,687265.0458,0.200670141,0,0.210722264,0.706999255,2686,0.003908245,203,0.22406181
36085018901,NYC,4252,57538,5234,,1069124.098,0.07088269,0,0,0.875811998,5234,0.004895596,451,0.224825523
36047102000,NYC,1468,58800,2052,,168533.3554,0,0.716861598,0,0,2052,0.012175631,135,0.225752508
36081157101,NYC,5770,60117,7178,,1133972.373,0.307467261,0,0.079966565,0.575647813,7178,0.00632996,581,0.226422447
36081054200,NYC,4322,53846,5709,,553619.7075,0.213347346,0.345419513,0.208092486,0.186197232,5709,0.010312133,347,0.22783979
36085020801,NYC,6046,60528,8261,,2562663.162,0.065972643,0,0,0.9159908,8261,0.0032236,632,0.228323699
36081051800,NYC,1518,55361,2045,,174075.1984,0,0.993154034,0,0,2045,0.011747796,142,0.229773463
36081107201,NYC,1992,51818,2630,,1359723.135,0,0,0,0.968060837,2630,0.001934217,217,0.230116649
36081068000,NYC,3368,66071,4310,,774156.1388,0,0.866589327,0,0,4310,0.005567352,308,0.231057764
36047072600,NYC,1989,65163,2482,,261174.0498,0,0.845688961,0,0,2482,0.009503241,170,0.231292517
36047070201,NYC,5334,67986,6502,,1013530.603,0,0,0,0.965395263,6502,0.006415198,562,0.231370935
36081068200,NYC,1094,63548,1384,,237025.9905,0,0.807803468,0,0,1384,0.005839022,97,0.23150358
36061015002,NYC,4766,166209,5866,,124922.2741,0,0,0,0.957040573,5866,0.046957198,637,0.232227488
36085025100,NYC,4620,63750,5822,,1219950.89,0,0,0,0.918069392,5822,0.004772323,508,0.232920679
36081051200,NYC,2172,54130,2884,,360275.5911,0,0.892857143,0,0,2884,0.008004983,177,0.235059761
36081080302,NYC,2644,61452,3186,,512203.7656,0.351537979,0,0.157878217,0.542059008,3186,0.006220181,246,0.235181644
36085015603,NYC,3540,62534,4392,,967099.1474,0,0,0,0.933743169,4392,0.004541416,373,0.23518285
36081072900,NYC,1162,49635,1453,,190460.3166,0.32622161,0,0,0.638678596,1453,0.007628886,125,0.235404896
36081026200,NYC,829,51307,1176,,141751.4197,0,0.837585034,0,0,1176,0.008296213,75,0.235849057
36081036900,NYC,848,45040,1079,,138864.8043,0,0.711770158,0,0,1079,0.007770147,82,0.236311239
36081060800,NYC,1197,66964,1537,,209935.6949,0,0.971372804,0,0,1537,0.00732129,120,0.236686391
36081019000,NYC,1696,38241,2288,,188602.9437,0,0.816433566,0,0,2288,0.012131306,148,0.237179487
36085014603,NYC,6845,64892,8597,,1847063.153,0,0,0.06246365,0.924159591,8597,0.004654416,719,0.238316208
36005015400,NYC,725,52339,875,,104121.022,0,0,0,0.827428571,875,0.008403682,79,0.240121581
36081124100,NYC,3085,59096,3754,,515069.505,0.350825786,0,0.137719766,0.484816196,3754,0.007288337,303,0.240285488
36081027400,NYC,1462,41270,1841,,136674.3742,0,0.885931559,0,0,1841,0.013469972,137,0.240350877
36081017800,NYC,1497,45313,1885,,184391.3971,0,0.673209549,0,0,1885,0.01022282,134,0.240574506
36047070600,NYC,2496,68348,3010,,1407028.492,0,0,0,0.984053156,3010,0.00213926,242,0.24079602
36085014606,NYC,4740,61024,6558,,1768291.493,0,0,0,0.942817932,6558,0.003708665,543,0.240905058
36085024400,NYC,6171,68073,8401,,3942490.797,0,0,0,0.939888109,8401,0.002130886,701,0.242560554
36081051600,NYC,1732,59038,2207,,190938.071,0,0.86270956,0,0,2207,0.011558722,156,0.242612753
36081035200,NYC,2053,50313,2620,,621186.4976,0,0.955725191,0,0,2620,0.004217735,204,0.244019139
36047078000,NYC,2038,60270,2638,,166571.5076,0,0.89727066,0,0,2638,0.015837042,183,0.244652406
36081065400,NYC,1983,60542,2592,,701175.7299,0,0.725694444,0,0.164737654,2592,0.003696648,190,0.245478036
36081053200,NYC,1413,57162,1801,,195938.573,0,0.954469739,0,0,1801,0.009191656,146,0.246205734
36047083400,NYC,1658,58990,2088,,126798.7344,0,0.929118774,0,0,2088,0.016467041,145,0.247440273
36047073400,NYC,1455,55735,2069,,147695.2637,0,0.848235863,0,0,2069,0.014008574,128,0.247582205
36085013203,NYC,4333,63533,5491,,1035275.125,0,0,0,0.957384812,5491,0.005303904,497,0.247633284
36085017006,NYC,7108,65526,8976,,1715799.366,0,0,0,0.940285205,8976,0.005231381,810,0.248161765
36081018402,NYC,1671,50625,2203,,209205.9033,0,0.863368134,0,0,2203,0.010530296,157,0.249206349
36085027301,NYC,2949,62989,3652,,3039954.224,0.110350493,0,0,0.839813801,3652,0.001201334,335,0.249441549
36047001300,NYC,2444,58828,2546,,296438.1552,0,0,0,0.624116261,2546,0.008588638,268,0.25
36081134100,NYC,2600,70636,3268,,602682.7235,0.413402693,0,0,0.510097919,3268,0.005422422,271,0.25023084
36081142900,NYC,3013,64153,3657,,554381.2357,0.254853705,0,0,0.65108012,3657,0.006596544,324,0.250773994
36081157903,NYC,3086,52188,3841,,524771.8739,0.267638636,0,0,0.667013798,3841,0.007319371,346,0.25329429
36081052600,NYC,1355,45227,1867,,185751.8673,0,0.958757365,0,0,1867,0.010051043,142,0.254480287
36081059800,NYC,1401,54484,1789,,198051.7961,0,0.934600335,0,0,1789,0.009032991,149,0.255574614
36081150702,NYC,2718,61579,3229,,803189.0899,0.187983896,0,0,0.782904924,3229,0.004020224,308,0.25560166
36081058000,NYC,3205,55750,4190,,487548.0203,0,0.842004773,0.083770883,0,4190,0.008594025,299,0.256872852
36081019402,NYC,1206,43971,1674,,163451.8144,0,0.892473118,0,0,1674,0.01024155,122,0.257383966
36081145900,NYC,2357,58125,2867,,365817.5891,0.234740146,0,0,0.679804674,2867,0.007837239,262,0.257874016
36081019200,NYC,1447,39519,1986,,188111.5586,0,0.939073515,0,0,1986,0.010557565,164,0.258267717
36081019401,NYC,761,58203,1008,,115096.1929,0,0.889880952,0,0,1008,0.008757892,77,0.258389262
36081145101,NYC,1194,67917,1436,,246635.4607,0.264623955,0,0,0.70264624,1436,0.005822358,127,0.258655804
36085020803,NYC,4040,70885,5318,,2106226.692,0,0,0,0.95129748,5318,0.002524894,445,0.259475219
36081017000,NYC,1937,47202,2512,,248517.6362,0,0.561703822,0,0,2512,0.010107935,192,0.260162602
36081060700,NYC,932,52321,1108,,815924.0186,0,0,0,0.979241877,1108,0.00135797,122,0.260683761
36005031000,NYC,3675,56406,4284,,627121.5657,0,0.14589169,0.193043884,0.683706816,4284,0.006831211,302,0.262380539
36061001001,NYC,1134,41932,1296,,57323.3674,0,0,0,0.80941358,1296,0.022608581,211,0.26375
36085012200,NYC,3049,55705,3870,,831616.8747,0,0,0,0.921705426,3870,0.004653585,376,0.2651622
36047067600,NYC,1329,55119,1747,,146730.193,0,0.66742988,0,0.289639382,1747,0.011906207,150,0.265486726
36085014700,NYC,2756,62964,3421,,1671094.419,0,0,0,0.92926045,3421,0.002047161,381,0.266433566
36081049600,NYC,2652,57143,3540,,279510.688,0.153954802,0.367231638,0.213559322,0.120903955,3540,0.01266499,248,0.266666667
36047065800,NYC,1498,63250,1837,,155049.3323,0,0,0,0.931954273,1837,0.011847842,192,0.267409471
36081136700,NYC,4814,45846,5721,,794730.0403,0.358154169,0,0,0.590980598,5721,0.007198671,650,0.267599835
36047020400,NYC,1570,52321,1947,,136058.6402,0,0,0,0.872624551,1947,0.014310006,189,0.269230769
36047111200,NYC,850,30921,1052,,341435.386,0,0.876425856,0,0,1052,0.00308111,67,0.27016129
36081061800,NYC,1159,55375,1480,,229619.3107,0,0.852702703,0,0,1480,0.006445451,168,0.270967742
36085022600,NYC,4851,61278,6103,,13124634.53,0,0.098803867,0.11387842,0.813862035,6103,0.000465003,490,0.271317829
36081020200,NYC,1064,48276,1389,,120521.7563,0,0.727141829,0,0,1389,0.01152489,103,0.27176781
36081038400,NYC,1976,57708,2616,,305977.8764,0,0.932721713,0,0,2616,0.008549638,222,0.272392638
36085017009,NYC,3628,75457,4482,,1062852.926,0,0,0,0.961178046,4482,0.004216952,422,0.272433828
36085017005,NYC,3021,66348,3966,,1505780.579,0,0,0,0.945789208,3966,0.00263385,374,0.273992674
36085014604,NYC,5390,56152,6600,,1137110.268,0,0,0,0.956515152,6600,0.005804186,663,0.274989631
36047063200,NYC,1146,45645,1321,,123091.4109,0,0,0,0.90991673,1321,0.010731862,177,0.275272162
36005011800,NYC,4170,57664,5039,,961808.1717,0,0,0.128001588,0.893629688,5039,0.00523909,482,0.276693456
36081028400,NYC,2395,55114,3243,,417610.0916,0,0.972864632,0,0,3243,0.007765617,286,0.277400582
36047067400,NYC,1410,51146,1904,,191106.7558,0,0.545693277,0,0.402836134,1904,0.009963018,163,0.277683135
36085029102,NYC,1794,57708,2382,,15239854.39,0,0,0,0.863140218,2382,0.000156301,226,0.278325123
36081028000,NYC,1325,47596,1733,,172663.5119,0,0.939988459,0,0,1733,0.010036863,152,0.280442804
36081053000,NYC,1768,46056,2329,,223693.1262,0,0.964791756,0,0,2329,0.010411585,187,0.282477341
36081027000,NYC,1099,47614,1555,,179603.4839,0,0.818649518,0,0,1555,0.008657961,123,0.282758621
36081045600,NYC,1077,51528,1350,,196016.2377,0.632592593,0,0,0,1350,0.006887185,94,0.28313253
36085016901,NYC,2447,68403,2973,,691119.104,0,0,0,0.885637403,2973,0.004301719,310,0.284142988
36005050200,NYC,667,63333,816,,516996.9176,0,0,0,0.823529412,816,0.001578346,85,0.284280936
36047073000,NYC,1784,50598,2290,,166424.943,0,0.732751092,0,0,2290,0.013759957,212,0.285329744
36081037600,NYC,4708,46549,5975,,763184.0078,0,0.929539749,0,0,5975,0.007829042,564,0.286439817
36085027302,NYC,2915,68017,3855,,1024861.28,0.160830091,0,0,0.804150454,3855,0.003761485,358,0.286858974
36047069000,NYC,1310,56786,1742,,173733.2982,0,0.295063146,0,0.539609644,1742,0.010026863,169,0.2879046
36081035800,NYC,3195,51960,4059,,510095.8964,0,0.932249322,0,0,4059,0.007957327,356,0.28802589
36081109900,NYC,2577,54656,3327,,375539.2902,0.133453562,0,0.113014728,0.810339645,3327,0.008859259,340,0.288624788
36081057800,NYC,2581,50625,3383,,426302.5204,0,0.860478865,0,0,3383,0.007935679,285,0.289046653
36081063700,NYC,2445,50938,3093,,545924.559,0,0,0.134820563,0.900096993,3093,0.005665618,345,0.289186924
36047083800,NYC,1967,57623,2550,,161097.0993,0,0.850980392,0,0,2550,0.015828963,213,0.290190736
36005016000,NYC,4273,45828,5196,,510609.4209,0,0,0,0.973056197,5196,0.010176075,611,0.290952381
36047045800,NYC,1084,64032,1556,,179907.6076,0,0,0,0.969794344,1556,0.008648884,156,0.291044776
36081152901,NYC,5163,59762,6239,,1354775.813,0.327135759,0,0.073569482,0.605706043,6239,0.00460519,733,0.291219706
36085011201,NYC,4377,54732,5590,,1385371.377,0,0,0,0.92039356,5590,0.004035019,570,0.291411043
36081081400,NYC,2662,52730,3642,,434068.9711,0,0.80697419,0.129324547,0,3642,0.008390372,292,0.291708292
36085015100,NYC,4006,60152,5030,,993615.0032,0,0,0,0.904970179,5030,0.005062323,582,0.292609351
36081018200,NYC,1536,33194,2105,,240460.6107,0,0.890261283,0,0,2105,0.008754032,190,0.292758089
36047069200,NYC,1812,51914,2382,,175719.5292,0,0.515533165,0,0.429051217,2382,0.013555693,231,0.293519695
36081056000,NYC,1335,48542,1696,,214278.1193,0.29009434,0,0.186320755,0.432193396,1696,0.007914947,152,0.295719844
36081036800,NYC,1834,49955,2498,,223398.4876,0,0.963971177,0,0,2498,0.011181812,237,0.29625
36085029104,NYC,5390,62260,6939,,1573123.806,0.116010953,0,0.12552241,0.798962387,6939,0.004410969,699,0.296815287
36081109700,NYC,1728,66071,2137,,455170.6995,0.248479176,0,0,0.670566214,2137,0.004694942,220,0.297297297
36085013204,NYC,4167,59250,5138,,1034103.897,0,0,0,0.947061113,5138,0.004968553,576,0.299687825
36085018702,NYC,5876,61377,7334,,1065629.557,0.176711208,0.061085356,0.082492501,0.709026452,7334,0.006882317,666,0.3
36085020100,NYC,2685,62095,3428,,618932.0069,0,0,0.140606768,0.856767795,3428,0.005538573,363,0.30074565
36081053800,NYC,1467,64554,1933,,191716.7546,0,0.897568546,0,0,1933,0.010082583,161,0.300934579
36081004500,NYC,2770,49668,3165,,212862.1249,0.154818325,0,0.190521327,0.658135861,3165,0.01486878,460,0.302035456
36061015500,NYC,5732,71283,6256,,131146.0199,0,0,0,0.91016624,6256,0.047702553,1261,0.304075235
36085027704,NYC,3138,58804,3939,,536742.0812,0.101548616,0,0,0.833714141,3939,0.00733872,402,0.30408472
36081083800,NYC,3711,52179,4764,,491142.8376,0.13874895,0,0.284214945,0.373215785,4764,0.009699826,460,0.305039788
36085030302,NYC,4370,51867,6125,,921148.5392,0.104,0.165877551,0.26122449,0.545469388,6125,0.006649308,578,0.305496829
36047066200,NYC,1131,48419,1363,,226583.738,0,0,0,0.918561996,1363,0.006015436,163,0.305816135
36081083700,NYC,4353,49766,5129,,738586.0169,0.609670501,0,0.087151492,0.31897056,5129,0.00694435,530,0.306181398
36047046002,NYC,453,55250,606,,99007.81102,0,0,0,0,606,0.006120729,57,0.306451613
36081065900,NYC,1433,61063,1709,,197235.4027,0,0,0,0.9859567,1709,0.008664773,217,0.306930693
36005044800,NYC,1355,63625,1760,,157558.5587,0,0.827272727,0,0,1760,0.01117045,180,0.307167235
36081066900,NYC,1499,54167,1767,,159324.5491,0,0,0,0.969439728,1767,0.01109057,227,0.309264305
36081033401,NYC,1844,50833,2464,,537174.3558,0,0.92288961,0,0,2464,0.004586965,232,0.309333333
36081098100,NYC,1545,53281,1896,,738892.2594,0,0,0,0.826476793,1896,0.002566003,215,0.309352518
36047052200,NYC,811,75889,995,,173090.3156,0,0.421105528,0,0.459296482,995,0.005748444,100,0.309597523
36081016400,NYC,2735,55625,3607,,208020.877,0.185195453,0.271693928,0.19240366,0.1239257,3607,0.017339606,289,0.310752688
36081066100,NYC,1311,52273,1531,,133629.9366,0,0,0,0.937949053,1531,0.011457014,202,0.313178295
36081145102,NYC,2038,52061,2502,,316015.8704,0.317745803,0,0.182254197,0.478816946,2502,0.007917324,269,0.314619883
36047101600,NYC,1136,75319,1535,,114236.5747,0,0.822149837,0,0,1535,0.013437028,153,0.316115702
36081030400,NYC,2506,55586,3345,,615513.499,0,0.810164425,0,0,3345,0.005434487,315,0.31626506
36081052800,NYC,1059,47188,1411,,171760.2672,0,0.911410347,0,0,1411,0.008214938,149,0.317021277
36081018000,NYC,791,50278,1069,,162854.9579,0,0.867165575,0,0,1069,0.006564123,97,0.318032787
36081098700,NYC,2094,50122,2611,,726500.3963,0,0,0,0.839908081,2611,0.003593942,310,0.318602261
36085018902,NYC,3887,67269,4957,,801372.1377,0.150090781,0,0.076457535,0.740165423,4957,0.006185641,520,0.318627451
36081066000,NYC,2347,65153,3202,,389223.8808,0,0.708307308,0.112117427,0.140849469,3202,0.008226628,300,0.318809777
36081119500,NYC,1027,66741,1303,,193153.0764,0,0,0,0.843438219,1303,0.006745945,135,0.319148936
36081122300,NYC,2723,51935,3330,,546093.0132,0.341441441,0,0.142342342,0.546546547,3330,0.006097862,377,0.319220999
36081039400,NYC,2217,48493,2857,,341778.0439,0,0.954847742,0,0,2857,0.008359226,296,0.32
36081088400,NYC,6555,60056,7932,,1631652.748,0,0,0.067322239,0.962682804,7932,0.004861328,935,0.320754717
36081028800,NYC,3204,44348,4366,,817343.099,0,0.88822721,0,0,4366,0.005341698,418,0.320798158
36081017200,NYC,1658,38438,2055,,187531.1949,0,0.555231144,0,0,2055,0.010958177,197,0.322422259
36081078800,NYC,1214,48523,1631,,184896.4768,0,0.904353158,0,0,1631,0.008821152,154,0.322851153
36081066700,NYC,1683,52450,2024,,192528.1549,0,0,0,0.964920949,2024,0.010512748,266,0.323600973
36081050201,NYC,929,52596,1270,,175239.682,0,0.941732283,0,0,1270,0.007247217,136,0.323809524
36081018800,NYC,981,44306,1311,,162292.8905,0,0.84057971,0,0,1311,0.008077988,133,0.324390244
36081047800,NYC,4537,44777,5586,,649946.3958,0.17651271,0.322413176,0.175080559,0.335302542,5586,0.008594555,699,0.324814126
36061016001,NYC,3275,152728,4175,,126276.5297,0,0,0,0.938443114,4175,0.033062359,622,0.32548404
36085003600,NYC,1523,50671,1937,,390158.8458,0,0,0,0.744966443,1937,0.004964645,235,0.3259362
36081103300,NYC,3389,57165,4149,,612416.4758,0.108218848,0,0.08483972,0.827428296,4149,0.006774801,502,0.327035831
36005042800,NYC,1832,61600,2275,,168493.9878,0,0.798681319,0,0,2275,0.013501965,244,0.327077748
36081016800,NYC,2191,45296,2827,,199865.5446,0.211531659,0.201273435,0.272019809,0.203042094,2827,0.014144509,262,0.327091136
36085013400,NYC,3056,64542,3721,,859911.9451,0,0,0,0.935232464,3721,0.004327187,489,0.327967807
36085012804,NYC,3032,47794,3874,,738448.8987,0,0,0,0.843314404,3874,0.005246131,459,0.328561203
36081108101,NYC,842,75086,978,,216505.815,0,0,0,0.824130879,978,0.0045172,117,0.329577465
36085007000,NYC,5796,51510,7298,,2354367.739,0,0,0.114963004,0.864894492,7298,0.003099771,808,0.33101188
36081119900,NYC,1374,54458,1609,,180903.7614,0.421379739,0,0,0.478558111,1609,0.008894232,170,0.33203125
36081045000,NYC,1623,49934,1936,,182492.604,0.26446281,0,0.199380165,0.415805785,1936,0.010608649,195,0.332197615
36081001600,NYC,1953,51250,2760,,155674.6833,0,0,0.494927536,0.45,2760,0.01772928,263,0.332490518
36085024800,NYC,2924,57209,3868,,1603739.114,0,0,0,0.969234747,3868,0.002411864,456,0.33431085
36047068200,NYC,1806,51852,2248,,192791.4945,0,0.274021352,0,0.616992883,2248,0.011660265,274,0.334963325
36081032000,NYC,3111,46696,4585,,1021780.245,0,0.781243184,0,0,4585,0.004487266,335,0.335671343
36081065600,NYC,3199,55923,4373,,554624.3184,0,0.638463298,0.099245369,0.163960668,4373,0.007884616,438,0.33640553
36047061600,NYC,1346,70119,1543,,712244.127,0,0,0,0.926117952,1543,0.002166392,171,0.337278107
36081033000,NYC,4615,48706,6157,,808645.6089,0,0.908072113,0,0,6157,0.007613966,642,0.33736206
36047057400,NYC,2133,58519,2606,,157859.3792,0.318495779,0,0,0.621258634,2606,0.016508363,289,0.338011696
36061012000,NYC,3466,115430,3965,,164394.7566,0,0,0,0.926355612,3965,0.024118774,728,0.338762215
36081055400,NYC,1957,56352,2444,,220624.8132,0.289279869,0,0.279869067,0.37193126,2444,0.01107763,275,0.339506173
36047101200,NYC,1594,48854,2027,,155378.2627,0,0.532313764,0,0.265416872,2027,0.013045583,248,0.340192044
36081076800,NYC,634,51094,744,,293082.2246,0,0.64516129,0,0,744,0.002538537,58,0.341176471
36085005000,NYC,2923,48600,3649,,900202.4833,0,0,0.117018361,0.821594958,3649,0.004053532,479,0.341411262
36081084000,NYC,5163,47908,6903,,571398.6242,0.137766189,0.196436332,0.285093438,0.267130233,6903,0.012080883,675,0.34159919
36047061200,NYC,993,69013,1211,,198272.1629,0,0,0,0.990916598,1211,0.006107766,163,0.341719078
36061001401,NYC,2611,39239,2962,,95062.40888,0,0,0.15833896,0.850101283,2962,0.031158478,540,0.343074968
36081023000,NYC,1390,49500,1734,,172052.9238,0.217416378,0,0.245098039,0.480968858,1734,0.010078294,180,0.34351145
36047084200,NYC,964,53750,1287,,173945.3048,0,0.892773893,0,0,1287,0.007398877,143,0.34375
36081077902,NYC,4021,56862,5389,,566176.7279,0.064204862,0,0,0.823529412,5389,0.009518229,643,0.344587353
36047063800,NYC,1225,53603,1472,,141981.4071,0,0,0,0.864130435,1472,0.010367555,211,0.344771242
36081043400,NYC,1306,31645,1629,,210159.8758,0,0.918354819,0,0,1629,0.007751242,190,0.345454545
36005031200,NYC,1333,50217,1566,,202608.3393,0,0,0,0.782247765,1566,0.007729198,216,0.3456
36085011202,NYC,4273,53274,5605,,2667704.246,0,0,0.165744871,0.87029438,5605,0.002101057,678,0.346271706
36081032900,NYC,3097,47917,4067,,430054.6837,0.133513646,0,0.620358987,0.462257192,4067,0.009456937,376,0.346543779
36081073100,NYC,1482,57096,1739,,192400.5796,0.235192639,0,0,0.727429557,1739,0.009038434,247,0.346910112
36005016600,NYC,1878,41776,2193,,343319.4684,0,0,0.310533516,0.785225718,2193,0.006387637,286,0.347509113
36081017600,NYC,1508,41321,2037,,186828.834,0,0.629847815,0,0,2037,0.010903028,212,0.347540984
36047073200,NYC,1943,62750,2382,,160086.0355,0,0.811922754,0,0,2382,0.014879499,257,0.348710991
36047096600,NYC,1586,50536,2114,,188082.0118,0,0.61589404,0,0.282876064,2114,0.011239778,229,0.349085366
36047004600,NYC,1009,68594,1279,,249771.6575,0,0,0,0.881939015,1279,0.005120677,156,0.349775785
36005013200,NYC,4550,54509,5655,,593477.3412,0,0,0.337577365,0.730857648,5655,0.009528586,766,0.350251486
36081009600,NYC,2606,40406,3378,,202581.4042,0.246003552,0.108644168,0.219656602,0.267021906,3378,0.016674778,335,0.35078534
36081053400,NYC,1450,52708,1861,,233524.4061,0,0.912412681,0,0,1861,0.007969188,202,0.351304348
36047072400,NYC,1599,47861,2037,,184777.8265,0,0.917034855,0,0,2037,0.01102405,240,0.351390922
36047085400,NYC,1770,50817,2273,,134931.7846,0,0.875934888,0,0,2273,0.016845549,225,0.3515625
36081108300,NYC,1467,54050,1813,,235022.2927,0.198014341,0,0,0.761169333,1813,0.007714162,234,0.351879699
36061012800,NYC,5682,109336,6639,,175992.5691,0,0,0,0.948787468,6639,0.037723184,1214,0.35342067
36085000800,NYC,3664,51404,4730,,774712.0263,0,0,0.200422833,0.754968288,4730,0.006105494,611,0.353587963
36081010000,NYC,2659,55601,3475,,218027.3911,0.221007194,0,0.241438849,0.289208633,3475,0.015938364,339,0.35460251
36085009100,NYC,824,82081,1016,,619410.9528,0,0,0,0.875984252,1016,0.001640268,146,0.355231144
36081069000,NYC,2468,51131,3285,,347189.534,0,0.872754947,0,0,3285,0.009461691,362,0.355250245
36061013000,NYC,4054,171146,4622,,183390.823,0,0,0,0.9422328,4622,0.025203006,852,0.355444305
36081129101,NYC,6876,51997,8181,,1120776.708,0.173572913,0,0.085319643,0.752475248,8181,0.007299402,1384,0.356977044
36047084000,NYC,1994,50125,2448,,169498.9065,0,0.901552288,0,0,2448,0.014442571,260,0.357142857
36005013800,NYC,1560,48813,1964,,780882.5953,0,0,0.321283096,0.764256619,1964,0.002515103,269,0.357237716
36081077905,NYC,1856,56059,2072,,248394.9461,0.219111969,0,0,0.518339768,2072,0.008341555,358,0.357642358
36005016200,NYC,1362,50833,1682,,178073.1757,0,0,0.231272295,0.898929845,1682,0.009445555,209,0.359106529
36081048400,NYC,4138,45577,5282,,415859.7059,0.227565316,0.374858008,0.178720182,0.142180992,5282,0.012701399,542,0.359178264
36085029103,NYC,6099,61954,7574,,2486535.336,0,0,0.078030103,0.925270663,7574,0.003046005,989,0.359505634
36005026100,NYC,1334,55438,1533,,168411.2814,0,0.688193085,0,0,1533,0.009102716,251,0.360114778
36081037100,NYC,1146,48821,1413,,131851.9323,0,0.775654636,0,0,1413,0.010716566,165,0.360262009
36081099702,NYC,12297,58253,14170,,1691802.982,0.16189132,0,0.060691602,0.792731122,14170,0.00837568,2514,0.360326788
36081008800,NYC,2317,46691,2967,,412773.6558,0,0,0.205257836,0.770138187,2967,0.007187959,389,0.361524164
36081027200,NYC,1713,31756,2097,,151305.5279,0,0.947544111,0,0,2097,0.013859375,190,0.361904762
36085004700,NYC,2871,57500,3353,,884714.1828,0,0,0,0.822546973,3353,0.003789925,372,0.362573099
36047059402,NYC,4006,47923,4614,,319503.4705,0,0,0,0.877763329,4614,0.014441158,712,0.362710138
36081048000,NYC,2081,51071,2613,,231293.63,0.295063146,0.256792958,0.221201684,0,2613,0.011297328,244,0.363095238
36085011402,NYC,2679,57469,3254,,573017.4287,0,0,0,0.87031346,3254,0.00567871,481,0.365223994
